,province/state,country,latitude,longitude,confirmed,deaths,recovered,year,month,day
19280,no_province/state,saint vincent and the grenadines,12.9843,-61.2872,7,0,1,2020,4,5
19281,no_province/state,san marino,43.9424,12.4578,266,32,35,2020,4,5
19282,no_province/state,saudi arabia,24.0,45.0,2402,34,488,2020,4,5
19283,no_province/state,senegal,14.4974,-14.4524,222,2,82,2020,4,5
19284,no_province/state,serbia,44.0165,21.0059,1908,51,0,2020,4,5
19285,no_province/state,seychelles,-4.6796,55.492,10,0,0,2020,4,5
19286,no_province/state,singapore,1.2833,103.8333,1309,6,320,2020,4,5
19287,no_province/state,slovakia,48.669,19.699,485,1,10,2020,4,5
19288,no_province/state,slovenia,46.1512,14.9955,997,28,79,2020,4,5
19289,no_province/state,somalia,5.1521,46.1996,7,0,1,2020,4,5
19290,no_province/state,south africa,-30.5595,22.9375,1655,11,95,2020,4,5
19291,no_province/state,spain,40.0,-4.0,131646,12641,38080,2020,4,5
19292,no_province/state,sri lanka,7.0,81.0,176,5,33,2020,4,5
19293,no_province/state,sudan,12.8628,30.2176,12,2,2,2020,4,5
19294,no_province/state,suriname,3.9193,-56.0278,10,1,0,2020,4,5
19295,no_province/state,sweden,63.0,16.0,6830,401,205,2020,4,5
19296,no_province/state,switzerland,46.8182,8.2275,21100,715,6415,2020,4,5
19297,no_province/state,taiwan*,23.7,121.0,363,5,50,2020,4,5
19298,no_province/state,tanzania,-6.369,34.8888,22,1,3,2020,4,5
19299,no_province/state,thailand,15.0,101.0,2169,23,793,2020,4,5
19300,no_province/state,togo,8.6195,0.8248,44,3,20,2020,4,5
19301,no_province/state,trinidad and tobago,10.6918,-61.2225,104,7,1,2020,4,5
19302,no_province/state,tunisia,34.0,9.0,574,22,5,2020,4,5
19303,no_province/state,turkey,38.9637,35.2433,27069,574,1042,2020,4,5
19304,no_province/state,uganda,1.0,32.0,52,0,0,2020,4,5
19305,no_province/state,ukraine,48.3794,31.1656,1308,37,28,2020,4,5
19306,no_province/state,united arab emirates,24.0,54.0,1799,10,144,2020,4,5
19307,bermuda,united kingdom,32.3078,-64.7505,37,0,14,2020,4,5
19308,cayman islands,united kingdom,19.3133,-81.2546,35,1,1,2020,4,5
19309,channel islands,united kingdom,49.3723,-2.3644,309,6,27,2020,4,5
19310,gibraltar,united kingdom,36.1408,-5.3536,103,0,52,2020,4,5
19311,isle of man,united kingdom,54.2361,-4.5481,127,1,0,2020,4,5
19312,montserrat,united kingdom,16.7425,-62.1874,6,0,0,2020,4,5
19313,no_province/state,united kingdom,55.3781,-3.4360000000000004,47806,4934,135,2020,4,5
19314,no_province/state,uruguay,-32.5228,-55.7658,400,5,93,2020,4,5
19315,no_province/state,us,37.0902,-95.7129,337072,9619,17448,2020,4,5
19316,no_province/state,uzbekistan,41.3775,64.5853,342,2,30,2020,4,5
19317,no_province/state,venezuela,6.4238,-66.5897,159,7,52,2020,4,5
19318,no_province/state,vietnam,16.0,108.0,241,0,90,2020,4,5
19319,no_province/state,zambia,-15.4167,28.2833,39,1,3,2020,4,5
19320,no_province/state,zimbabwe,-20.0,30.0,9,1,0,2020,4,5
19321,no_province/state,dominica,15.415,-61.371,14,0,0,2020,4,5
19322,no_province/state,grenada,12.1165,-61.678999999999995,12,0,0,2020,4,5
19323,no_province/state,mozambique,-18.665695,35.529562,10,0,0,2020,4,5
19324,no_province/state,syria,34.802075,38.99681500000001,19,2,0,2020,4,5
19325,no_province/state,timor-leste,-8.874217,125.727539,1,0,0,2020,4,5
19326,no_province/state,belize,13.1939,-59.5432,5,0,0,2020,4,5
19327,no_province/state,laos,19.856270000000002,102.495496,11,0,0,2020,4,5
19328,no_province/state,libya,26.3351,17.228331,18,1,0,2020,4,5
19329,no_province/state,west bank and gaza,31.9522,35.2332,237,1,25,2020,4,5
19330,no_province/state,guinea-bissau,11.8037,-15.1804,18,0,0,2020,4,5
19331,no_province/state,mali,17.570692,-3.996166000000001,45,5,1,2020,4,5
19332,no_province/state,saint kitts and nevis,17.357822,-62.782998,10,0,0,2020,4,5
19333,northwest territories,canada,64.8255,-124.8457,4,0,0,2020,4,5
19334,yukon,canada,64.2823,-135.0,6,0,0,2020,4,5
19335,no_province/state,kosovo,42.602636,20.902977,145,1,23,2020,4,5
19336,no_province/state,burma,21.9162,95.956,21,1,0,2020,4,5
19337,anguilla,united kingdom,18.2206,-63.0686,3,0,0,2020,4,5
19338,british virgin islands,united kingdom,18.4207,-64.64,3,0,0,2020,4,5
19339,turks and caicos islands,united kingdom,21.69400000000001,-71.7979,5,1,0,2020,4,5
19340,no_province/state,botswana,-22.3285,24.6849,6,1,0,2020,4,5
19341,no_province/state,burundi,-3.3731,29.9189,3,0,0,2020,4,5
19342,no_province/state,sierra leone,8.460555000000001,-11.779889,6,0,0,2020,4,5
19343,no_province/state,malawi,-13.254307999999998,34.301525,4,0,0,2020,4,5
19344,falkland islands,united kingdom,-51.7963,-59.5236,2,0,0,2020,4,5
19345,saint pierre and miquelon,france,46.8852,-56.3159,1,0,0,2020,4,5
19346,no_province/state,south sudan,6.8770000000000024,31.307,1,0,0,2020,4,5
19347,no_province/state,western sahara,24.2155,-12.8858,4,0,0,2020,4,5
19348,no_province/state,sao tome and principe,0.18636,6.613081,0,0,0,2020,4,5
19349,no_province/state,yemen,15.552726999999999,48.516388,0,0,0,2020,4,5
19350,no_province/state,afghanistan,33.0,65.0,367,11,18,2020,4,6
19351,no_province/state,albania,41.1533,20.1683,377,21,116,2020,4,6
19352,no_province/state,algeria,28.0339,1.6596,1423,173,90,2020,4,6
19353,no_province/state,andorra,42.5063,1.5218,525,21,31,2020,4,6
19354,no_province/state,angola,-11.2027,17.8739,16,2,2,2020,4,6
19355,no_province/state,antigua and barbuda,17.0608,-61.7964,15,0,0,2020,4,6
19356,no_province/state,argentina,-38.4161,-63.6167,1554,48,325,2020,4,6
19357,no_province/state,armenia,40.0691,45.0382,833,8,62,2020,4,6
19358,australian capital territory,australia,-35.4735,149.0124,96,2,40,2020,4,6
19359,new south wales,australia,-33.8688,151.2093,2637,18,4,2020,4,6
19360,northern territory,australia,-12.4634,130.8456,28,0,2,2020,4,6
19361,queensland,australia,-28.0167,153.4,921,4,173,2020,4,6
19362,south australia,australia,-34.9285,138.6007,411,0,53,2020,4,6
19363,tasmania,australia,-41.4545,145.9707,86,2,26,2020,4,6
19364,victoria,australia,-37.8136,144.9631,1158,10,620,2020,4,6
19365,western australia,australia,-31.9505,115.8605,460,4,162,2020,4,6
19366,no_province/state,austria,47.5162,14.5501,12297,220,3463,2020,4,6
19367,no_province/state,azerbaijan,40.1431,47.5769,641,7,44,2020,4,6
19368,no_province/state,bahamas,25.0343,-77.3963,29,5,4,2020,4,6
19369,no_province/state,bahrain,26.0275,50.55,756,4,458,2020,4,6
19370,no_province/state,bangladesh,23.685,90.3563,123,12,33,2020,4,6
19371,no_province/state,barbados,13.1939,-59.5432,60,2,6,2020,4,6
19372,no_province/state,belarus,53.7098,27.9534,700,13,53,2020,4,6
19373,no_province/state,belgium,50.8333,4.0,20814,1632,3986,2020,4,6
19374,no_province/state,benin,9.3077,2.3158,26,1,5,2020,4,6
19375,no_province/state,bhutan,27.5142,90.4336,5,0,2,2020,4,6
19376,no_province/state,bolivia,-16.2902,-63.5887,183,11,2,2020,4,6
19377,no_province/state,bosnia and herzegovina,43.9159,17.6791,674,29,47,2020,4,6
19378,no_province/state,brazil,-14.235,-51.9253,12161,564,127,2020,4,6
19379,no_province/state,brunei,4.5353,114.7277,135,1,82,2020,4,6
19380,no_province/state,bulgaria,42.7339,25.4858,549,22,39,2020,4,6
19381,no_province/state,burkina faso,12.2383,-1.5616,364,18,108,2020,4,6
19382,no_province/state,cabo verde,16.5388,-23.0418,7,1,1,2020,4,6
19383,no_province/state,cambodia,11.55,104.9167,114,0,53,2020,4,6
19384,no_province/state,cameroon,3.8480000000000003,11.5021,658,9,17,2020,4,6
19385,alberta,canada,53.9333,-116.5765,1250,23,0,2020,4,6
19386,british columbia,canada,49.2827,-123.1207,1266,38,0,2020,4,6
19387,manitoba,canada,53.7609,-98.8139,203,2,0,2020,4,6
19388,new brunswick,canada,46.5653,-66.4619,103,0,0,2020,4,6
19389,newfoundland and labrador,canada,53.1355,-57.6604,226,1,0,2020,4,6
19390,nova scotia,canada,44.681999999999995,-63.7443,293,0,0,2020,4,6
19391,ontario,canada,51.2538,-85.3232,4347,150,0,2020,4,6
19392,prince edward island,canada,46.5107,-63.4168,22,0,0,2020,4,6
19393,quebec,canada,52.9399,-73.5491,8580,121,0,2020,4,6
19394,saskatchewan,canada,52.9399,-106.4509,249,3,0,2020,4,6
19395,no_province/state,central african republic,6.6111,20.9394,8,0,0,2020,4,6
19396,no_province/state,chad,15.4542,18.7322,9,0,0,2020,4,6
19397,no_province/state,chile,-35.6751,-71.543,4815,37,728,2020,4,6
19398,anhui,china,31.8257,117.2264,990,6,984,2020,4,6
19399,beijing,china,40.1824,116.4142,587,8,443,2020,4,6
19400,chongqing,china,30.0572,107.874,579,6,570,2020,4,6
19401,fujian,china,26.0789,117.9874,350,1,305,2020,4,6
19402,gansu,china,37.8099,101.0583,139,2,132,2020,4,6
19403,guangdong,china,23.3417,113.4244,1532,8,1395,2020,4,6
19404,guangxi,china,23.8298,108.7881,254,2,252,2020,4,6
19405,guizhou,china,26.8154,106.8748,146,2,144,2020,4,6
19406,hainan,china,19.1959,109.7453,168,6,162,2020,4,6
19407,hebei,china,39.549,116.1306,327,6,310,2020,4,6
19408,heilongjiang,china,47.861999999999995,127.7615,524,13,469,2020,4,6
19409,henan,china,33.882,113.61399999999999,1276,22,1252,2020,4,6
19410,hong kong,china,22.3,114.2,914,4,216,2020,4,6
19411,hubei,china,30.9756,112.2707,67803,3212,64014,2020,4,6
19412,hunan,china,27.6104,111.7088,1019,4,1014,2020,4,6
19413,inner mongolia,china,44.0935,113.9448,118,1,74,2020,4,6
19414,jiangsu,china,32.9711,119.455,651,0,633,2020,4,6
19415,jiangxi,china,27.614,115.7221,937,1,935,2020,4,6
19416,jilin,china,43.6661,126.1923,98,1,92,2020,4,6
19417,liaoning,china,41.2956,122.6085,142,2,128,2020,4,6
19418,macau,china,22.1667,113.55,44,0,10,2020,4,6
19419,ningxia,china,37.2692,106.1655,75,0,75,2020,4,6
19420,qinghai,china,35.7452,95.9956,18,0,18,2020,4,6
19421,shaanxi,china,35.1917,108.8701,256,3,246,2020,4,6
19422,shandong,china,36.3427,118.1498,780,7,755,2020,4,6
19423,shanghai,china,31.201999999999998,121.4491,536,6,389,2020,4,6
19424,shanxi,china,37.5777,112.2922,138,0,133,2020,4,6
19425,sichuan,china,30.6171,102.7103,559,3,540,2020,4,6
19426,tianjin,china,39.3054,117.323,180,3,144,2020,4,6
19427,tibet,china,31.6927,88.0924,1,0,1,2020,4,6
19428,xinjiang,china,41.1129,85.2401,76,3,73,2020,4,6
19429,yunnan,china,24.974,101.48700000000001,184,2,172,2020,4,6
19430,zhejiang,china,29.1832,120.0934,1264,1,1230,2020,4,6
19431,no_province/state,colombia,4.5709,-74.2973,1579,46,88,2020,4,6
19432,no_province/state,congo ,-4.0383,21.7587,45,5,2,2020,4,6
19433,no_province/state,congo ,-4.0383,21.7587,161,18,5,2020,4,6
19434,no_province/state,costa rica,9.7489,-83.7534,467,2,18,2020,4,6
19435,no_province/state,cote d'ivoire,7.54,-5.5471,323,3,41,2020,4,6
19436,no_province/state,croatia,45.1,15.2,1222,16,130,2020,4,6
19437,no_province/state,cuba,22.0,-80.0,350,9,18,2020,4,6
19438,no_province/state,cyprus,35.1264,33.4299,465,9,45,2020,4,6
19439,no_province/state,czechia,49.8175,15.472999999999999,4822,78,121,2020,4,6
19440,faroe islands,denmark,61.8926,-6.9118,183,0,107,2020,4,6
19441,greenland,denmark,71.7069,-42.6043,11,0,4,2020,4,6
19442,no_province/state,denmark,56.2639,9.5018,4681,187,1378,2020,4,6
19443,no_province/state,djibouti,11.8251,42.5903,90,0,9,2020,4,6
19444,no_province/state,dominican republic,18.7357,-70.1627,1828,86,33,2020,4,6
19445,no_province/state,ecuador,-1.8312,-78.1834,3747,191,100,2020,4,6
19446,no_province/state,egypt,26.0,30.0,1322,85,259,2020,4,6
19447,no_province/state,el salvador,13.7942,-88.8965,69,4,5,2020,4,6
19448,no_province/state,equatorial guinea,1.5,10.0,16,0,3,2020,4,6
19449,no_province/state,eritrea,15.1794,39.7823,31,0,0,2020,4,6
19450,no_province/state,estonia,58.5953,25.0136,1108,19,62,2020,4,6
19451,no_province/state,eswatini,-26.5225,31.4659,10,0,4,2020,4,6
19452,no_province/state,ethiopia,9.145,40.4897,44,2,4,2020,4,6
19453,no_province/state,fiji,-17.7134,178.065,14,0,0,2020,4,6
19454,no_province/state,finland,64.0,26.0,2176,27,300,2020,4,6
19455,french guiana,france,3.9339,-53.1258,72,0,34,2020,4,6
19456,french polynesia,france,-17.6797,149.4068,42,0,0,2020,4,6
19457,guadeloupe,france,16.25,-61.5833,135,7,31,2020,4,6
19458,mayotte,france,-12.8275,45.1662,147,2,14,2020,4,6
19459,new caledonia,france,-20.9043,165.618,18,0,1,2020,4,6
19460,reunion,france,-21.1351,55.2471,349,0,40,2020,4,6
19461,saint barthelemy,france,17.9,-62.8333,6,0,1,2020,4,6
19462,st martin,france,18.0708,-63.0501,32,2,7,2020,4,6
19463,martinique,france,14.6415,-61.0242,151,4,50,2020,4,6
19464,no_province/state,france,46.2276,2.2137,74390,8911,17250,2020,4,6
19465,no_province/state,gabon,-0.8037,11.6094,24,1,1,2020,4,6
19466,no_province/state,gambia,13.4432,-15.3101,4,1,2,2020,4,6
19467,no_province/state,georgia,42.3154,43.3569,188,2,39,2020,4,6
19468,no_province/state,germany,51.0,9.0,103374,1810,28700,2020,4,6
19469,no_province/state,ghana,7.9465,-1.0232,214,5,31,2020,4,6
19470,no_province/state,greece,39.0742,21.8243,1755,79,269,2020,4,6
19471,no_province/state,guatemala,15.7835,-90.2308,70,3,15,2020,4,6
19472,no_province/state,guinea,9.9456,-9.6966,128,0,5,2020,4,6
19473,no_province/state,guyana,5.0,-58.75,31,4,8,2020,4,6
19474,no_province/state,haiti,18.9712,-72.2852,24,1,0,2020,4,6
19475,no_province/state,holy see,41.9029,12.4534,7,0,0,2020,4,6
19476,no_province/state,honduras,15.2,-86.2419,298,22,6,2020,4,6
19477,no_province/state,hungary,47.1625,19.5033,744,38,67,2020,4,6
19478,no_province/state,iceland,64.9631,-19.0208,1562,6,460,2020,4,6
19479,no_province/state,india,21.0,78.0,4778,136,375,2020,4,6
19480,no_province/state,indonesia,-0.7893,113.9213,2491,209,192,2020,4,6
19481,no_province/state,iran,32.0,53.0,60500,3739,24236,2020,4,6
19482,no_province/state,iraq,33.0,44.0,1031,64,344,2020,4,6
19483,no_province/state,ireland,53.1424,-7.6921,5364,174,25,2020,4,6
19484,no_province/state,israel,31.0,35.0,8904,57,585,2020,4,6
19485,no_province/state,italy,43.0,12.0,132547,16523,22837,2020,4,6
19486,no_province/state,jamaica,18.1096,-77.2975,58,3,8,2020,4,6
19487,no_province/state,japan,36.0,138.0,3654,85,575,2020,4,6
19488,no_province/state,jordan,31.24,36.51,349,6,126,2020,4,6
19489,no_province/state,kazakhstan,48.0196,66.9237,662,6,46,2020,4,6
19490,no_province/state,kenya,-0.0236,37.9062,158,6,4,2020,4,6
19491,no_province/state,south korea,36.0,128.0,10284,186,6598,2020,4,6
19492,no_province/state,kuwait,29.5,47.75,665,1,103,2020,4,6
19493,no_province/state,kyrgyzstan,41.2044,74.7661,216,4,33,2020,4,6
19494,no_province/state,latvia,56.8796,24.6032,542,1,16,2020,4,6
19495,no_province/state,lebanon,33.8547,35.8623,541,19,60,2020,4,6
19496,no_province/state,liberia,6.4281,-9.4295,14,3,3,2020,4,6
19497,no_province/state,liechtenstein,47.14,9.55,77,1,55,2020,4,6
19498,no_province/state,lithuania,55.1694,23.8813,843,15,8,2020,4,6
19499,no_province/state,luxembourg,49.8153,6.1296,2843,41,500,2020,4,6
19500,no_province/state,madagascar,-18.7669,46.8691,82,0,2,2020,4,6
19501,no_province/state,malaysia,2.5,112.5,3793,62,1241,2020,4,6
19502,no_province/state,maldives,3.2028,73.2207,19,0,13,2020,4,6
19503,no_province/state,malta,35.9375,14.3754,241,0,5,2020,4,6
19504,no_province/state,mauritania,21.0079,10.9408,6,1,2,2020,4,6
19505,no_province/state,mauritius,-20.2,57.5,244,7,7,2020,4,6
19506,no_province/state,mexico,23.6345,-102.5528,2143,94,633,2020,4,6
19507,no_province/state,moldova,47.4116,28.3699,965,19,37,2020,4,6
19508,no_province/state,monaco,43.7333,7.4167,77,1,4,2020,4,6
19509,no_province/state,mongolia,46.8625,103.8467,15,0,2,2020,4,6
19510,no_province/state,montenegro,42.5,19.3,233,2,1,2020,4,6
19511,no_province/state,morocco,31.7917,-7.0926,1120,80,81,2020,4,6
19512,no_province/state,namibia,-22.9576,18.4904,16,0,3,2020,4,6
19513,no_province/state,nepal,28.1667,84.25,9,0,1,2020,4,6
19514,aruba,netherlands,12.5186,-70.0358,71,0,2,2020,4,6
19515,curacao,netherlands,12.1696,-68.99,13,1,5,2020,4,6
19516,sint maarten,netherlands,18.0425,-63.0548,37,6,1,2020,4,6
19517,no_province/state,netherlands,52.1326,5.2913,18803,1867,250,2020,4,6
19518,no_province/state,new zealand,-40.9006,174.886,1106,1,176,2020,4,6
19519,no_province/state,nicaragua,12.8654,-85.2072,6,1,0,2020,4,6
19520,no_province/state,niger,17.6078,8.0817,253,10,26,2020,4,6
19521,no_province/state,nigeria,9.082,8.6753,238,5,35,2020,4,6
19522,no_province/state,north macedonia,41.6086,21.7453,570,23,30,2020,4,6
19523,no_province/state,norway,60.472,8.4689,5865,76,32,2020,4,6
19524,no_province/state,oman,21.0,57.0,331,2,61,2020,4,6
19525,no_province/state,pakistan,30.3753,69.3451,3766,53,259,2020,4,6
19526,no_province/state,panama,8.538,-80.7821,1988,54,13,2020,4,6
19527,no_province/state,papua new guinea,-6.315,143.9555,2,0,0,2020,4,6
19528,no_province/state,paraguay,-23.4425,-58.4438,113,5,12,2020,4,6
19529,no_province/state,peru,-9.19,-75.0152,2561,92,997,2020,4,6
19530,no_province/state,philippines,13.0,122.0,3660,163,73,2020,4,6
19531,no_province/state,poland,51.9194,19.1451,4413,107,162,2020,4,6
19532,no_province/state,portugal,39.3999,-8.2245,11730,311,140,2020,4,6
19533,no_province/state,qatar,25.3548,51.1839,1832,4,131,2020,4,6
19534,no_province/state,romania,45.9432,24.9668,4057,176,406,2020,4,6
19535,no_province/state,russia,60.0,90.0,6343,47,406,2020,4,6
19536,no_province/state,rwanda,-1.9403,29.8739,105,0,4,2020,4,6
19537,no_province/state,saint lucia,13.9094,-60.9789,14,0,1,2020,4,6
19538,no_province/state,saint vincent and the grenadines,12.9843,-61.2872,7,0,1,2020,4,6
19539,no_province/state,san marino,43.9424,12.4578,266,32,35,2020,4,6
19540,no_province/state,saudi arabia,24.0,45.0,2605,38,551,2020,4,6
19541,no_province/state,senegal,14.4974,-14.4524,226,2,92,2020,4,6
19542,no_province/state,serbia,44.0165,21.0059,2200,58,0,2020,4,6
19543,no_province/state,seychelles,-4.6796,55.492,11,0,0,2020,4,6
19544,no_province/state,singapore,1.2833,103.8333,1375,6,344,2020,4,6
19545,no_province/state,slovakia,48.669,19.699,534,2,8,2020,4,6
19546,no_province/state,slovenia,46.1512,14.9955,1021,30,102,2020,4,6
19547,no_province/state,somalia,5.1521,46.1996,7,0,1,2020,4,6
19548,no_province/state,south africa,-30.5595,22.9375,1686,12,95,2020,4,6
19549,no_province/state,spain,40.0,-4.0,136675,13341,40437,2020,4,6
19550,no_province/state,sri lanka,7.0,81.0,178,5,38,2020,4,6
19551,no_province/state,sudan,12.8628,30.2176,12,2,2,2020,4,6
19552,no_province/state,suriname,3.9193,-56.0278,10,1,0,2020,4,6
19553,no_province/state,sweden,63.0,16.0,7206,477,205,2020,4,6
19554,no_province/state,switzerland,46.8182,8.2275,21657,765,8056,2020,4,6
19555,no_province/state,taiwan*,23.7,121.0,373,5,57,2020,4,6
19556,no_province/state,tanzania,-6.369,34.8888,24,1,3,2020,4,6
19557,no_province/state,thailand,15.0,101.0,2220,26,793,2020,4,6
19558,no_province/state,togo,8.6195,0.8248,58,3,23,2020,4,6
19559,no_province/state,trinidad and tobago,10.6918,-61.2225,105,8,1,2020,4,6
19560,no_province/state,tunisia,34.0,9.0,596,22,5,2020,4,6
19561,no_province/state,turkey,38.9637,35.2433,30217,649,1326,2020,4,6
19562,no_province/state,uganda,1.0,32.0,52,0,0,2020,4,6
19563,no_province/state,ukraine,48.3794,31.1656,1319,38,28,2020,4,6
19564,no_province/state,united arab emirates,24.0,54.0,2076,11,167,2020,4,6
19565,bermuda,united kingdom,32.3078,-64.7505,39,2,17,2020,4,6
19566,cayman islands,united kingdom,19.3133,-81.2546,39,1,1,2020,4,6
19567,channel islands,united kingdom,49.3723,-2.3644,323,7,27,2020,4,6
19568,gibraltar,united kingdom,36.1408,-5.3536,109,0,52,2020,4,6
19569,isle of man,united kingdom,54.2361,-4.5481,139,1,55,2020,4,6
19570,montserrat,united kingdom,16.7425,-62.1874,6,0,0,2020,4,6
19571,no_province/state,united kingdom,55.3781,-3.4360000000000004,51608,5373,135,2020,4,6
19572,no_province/state,uruguay,-32.5228,-55.7658,406,6,104,2020,4,6
19573,no_province/state,us,37.0902,-95.7129,366667,10783,19581,2020,4,6
19574,no_province/state,uzbekistan,41.3775,64.5853,457,2,30,2020,4,6
19575,no_province/state,venezuela,6.4238,-66.5897,165,7,65,2020,4,6
19576,no_province/state,vietnam,16.0,108.0,245,0,95,2020,4,6
19577,no_province/state,zambia,-15.4167,28.2833,39,1,5,2020,4,6
19578,no_province/state,zimbabwe,-20.0,30.0,10,1,0,2020,4,6
19579,no_province/state,dominica,15.415,-61.371,15,0,1,2020,4,6
19580,no_province/state,grenada,12.1165,-61.678999999999995,12,0,0,2020,4,6
19581,no_province/state,mozambique,-18.665695,35.529562,10,0,0,2020,4,6
19582,no_province/state,syria,34.802075,38.99681500000001,19,2,0,2020,4,6
19583,no_province/state,timor-leste,-8.874217,125.727539,1,0,0,2020,4,6
19584,no_province/state,belize,13.1939,-59.5432,7,1,0,2020,4,6
19585,no_province/state,laos,19.856270000000002,102.495496,12,0,0,2020,4,6
19586,no_province/state,libya,26.3351,17.228331,19,1,1,2020,4,6
19587,no_province/state,west bank and gaza,31.9522,35.2332,254,1,24,2020,4,6
19588,no_province/state,guinea-bissau,11.8037,-15.1804,18,0,0,2020,4,6
19589,no_province/state,mali,17.570692,-3.996166000000001,47,5,9,2020,4,6
19590,no_province/state,saint kitts and nevis,17.357822,-62.782998,10,0,0,2020,4,6
19591,northwest territories,canada,64.8255,-124.8457,5,0,0,2020,4,6
19592,yukon,canada,64.2823,-135.0,6,0,0,2020,4,6
19593,no_province/state,kosovo,42.602636,20.902977,145,1,23,2020,4,6
19594,no_province/state,burma,21.9162,95.956,22,1,0,2020,4,6
19595,anguilla,united kingdom,18.2206,-63.0686,3,0,0,2020,4,6
19596,british virgin islands,united kingdom,18.4207,-64.64,3,0,0,2020,4,6
19597,turks and caicos islands,united kingdom,21.69400000000001,-71.7979,8,1,0,2020,4,6
19598,no_province/state,botswana,-22.3285,24.6849,6,1,0,2020,4,6
19599,no_province/state,burundi,-3.3731,29.9189,3,0,0,2020,4,6
19600,no_province/state,sierra leone,8.460555000000001,-11.779889,6,0,0,2020,4,6
19601,no_province/state,malawi,-13.254307999999998,34.301525,5,0,0,2020,4,6
19602,falkland islands,united kingdom,-51.7963,-59.5236,2,0,0,2020,4,6
19603,saint pierre and miquelon,france,46.8852,-56.3159,1,0,0,2020,4,6
19604,no_province/state,south sudan,6.8770000000000024,31.307,1,0,0,2020,4,6
19605,no_province/state,western sahara,24.2155,-12.8858,4,0,0,2020,4,6
19606,no_province/state,sao tome and principe,0.18636,6.613081,4,0,0,2020,4,6
19607,no_province/state,yemen,15.552726999999999,48.516388,0,0,0,2020,4,6
19608,no_province/state,afghanistan,33.0,65.0,423,14,18,2020,4,7
19609,no_province/state,albania,41.1533,20.1683,383,22,131,2020,4,7
19610,no_province/state,algeria,28.0339,1.6596,1468,193,113,2020,4,7
19611,no_province/state,andorra,42.5063,1.5218,545,22,39,2020,4,7
19612,no_province/state,angola,-11.2027,17.8739,17,2,2,2020,4,7
19613,no_province/state,antigua and barbuda,17.0608,-61.7964,19,1,0,2020,4,7
19614,no_province/state,argentina,-38.4161,-63.6167,1628,56,338,2020,4,7
19615,no_province/state,armenia,40.0691,45.0382,853,8,87,2020,4,7
19616,australian capital territory,australia,-35.4735,149.0124,96,2,40,2020,4,7
19617,new south wales,australia,-33.8688,151.2093,2686,21,4,2020,4,7
19618,northern territory,australia,-12.4634,130.8456,28,0,2,2020,4,7
19619,queensland,australia,-28.0167,153.4,934,4,173,2020,4,7
19620,south australia,australia,-34.9285,138.6007,411,1,53,2020,4,7
19621,tasmania,australia,-41.4545,145.9707,89,2,26,2020,4,7
19622,victoria,australia,-37.8136,144.9631,1191,11,620,2020,4,7
19623,western australia,australia,-31.9505,115.8605,460,4,162,2020,4,7
19624,no_province/state,austria,47.5162,14.5501,12639,243,4046,2020,4,7
19625,no_province/state,azerbaijan,40.1431,47.5769,717,8,44,2020,4,7
19626,no_province/state,bahamas,25.0343,-77.3963,33,6,5,2020,4,7
19627,no_province/state,bahrain,26.0275,50.55,811,5,458,2020,4,7
19628,no_province/state,bangladesh,23.685,90.3563,164,17,33,2020,4,7
19629,no_province/state,barbados,13.1939,-59.5432,63,3,6,2020,4,7
19630,no_province/state,belarus,53.7098,27.9534,861,13,54,2020,4,7
19631,no_province/state,belgium,50.8333,4.0,22194,2035,4157,2020,4,7
19632,no_province/state,benin,9.3077,2.3158,26,1,5,2020,4,7
19633,no_province/state,bhutan,27.5142,90.4336,5,0,2,2020,4,7
19634,no_province/state,bolivia,-16.2902,-63.5887,194,14,2,2020,4,7
19635,no_province/state,bosnia and herzegovina,43.9159,17.6791,764,33,68,2020,4,7
19636,no_province/state,brazil,-14.235,-51.9253,14034,686,127,2020,4,7
19637,no_province/state,brunei,4.5353,114.7277,135,1,85,2020,4,7
19638,no_province/state,bulgaria,42.7339,25.4858,577,23,42,2020,4,7
19639,no_province/state,burkina faso,12.2383,-1.5616,384,19,127,2020,4,7
19640,no_province/state,cabo verde,16.5388,-23.0418,7,1,1,2020,4,7
19641,no_province/state,cambodia,11.55,104.9167,115,0,58,2020,4,7
19642,no_province/state,cameroon,3.8480000000000003,11.5021,658,9,43,2020,4,7
19643,alberta,canada,53.9333,-116.5765,1373,24,0,2020,4,7
19644,british columbia,canada,49.2827,-123.1207,1266,39,0,2020,4,7
19645,manitoba,canada,53.7609,-98.8139,217,3,0,2020,4,7
19646,new brunswick,canada,46.5653,-66.4619,105,0,0,2020,4,7
19647,newfoundland and labrador,canada,53.1355,-57.6604,228,1,0,2020,4,7
19648,nova scotia,canada,44.681999999999995,-63.7443,310,1,0,2020,4,7
19649,ontario,canada,51.2538,-85.3232,4726,153,0,2020,4,7
19650,prince edward island,canada,46.5107,-63.4168,22,0,0,2020,4,7
19651,quebec,canada,52.9399,-73.5491,9340,150,0,2020,4,7
19652,saskatchewan,canada,52.9399,-106.4509,260,3,0,2020,4,7
19653,no_province/state,central african republic,6.6111,20.9394,8,0,0,2020,4,7
19654,no_province/state,chad,15.4542,18.7322,10,0,2,2020,4,7
19655,no_province/state,chile,-35.6751,-71.543,5116,43,898,2020,4,7
19656,anhui,china,31.8257,117.2264,990,6,984,2020,4,7
19657,beijing,china,40.1824,116.4142,587,8,448,2020,4,7
19658,chongqing,china,30.0572,107.874,579,6,570,2020,4,7
